LOCAL_AIRPORT_CODE,LOCAL_AIRPORT,AIRLINE_CODE,FLIGHT_NUMBER,FREQUENCY,ARRIVAL_DEPARTURE_FLAG,SOURCE_DESTINATION_CODE,SOURCE_DESTINATION,SCHED_TIME,TIME_ZONE,air_time,Economy,Business,X,train_number,Train Name,SEQ,Arrival time,departure_time,Distance,Source Station,Source Station Name,Dest Station Code,Dest station_name,DAY,SL,1A,2A,3A
AMD,AHMEDABAD,SG,912,134567,2,DEL,MUMBAI,2055,IST,84,1050,6400,x,6001,MS-TEN SPECI,13,8:38:00,8:40:00,620,MS,CHENNAI EGMORE,MEJ,VANCHI MANIY,1234567,230,550,680,1030
AMD,AHMEDABAD,6E,728,1234567,2,DEL,MUMBAI,2200,IST,84,1140,5100,x,6001,MS-TEN SPECI,14,10:30:00,10:30:00,649,MS,CHENNAI EGMORE,TEN,TIRUNELVELI,1234567,230,560,680,1100
AMD,AHMEDABAD,6E,586,1234567,1,BLR,MUMBAI,820,IST,85,2390,5020,x,6041,MAS-QLN SPEC,2,19:32:00,19:34:00,68,MAS,CHENNAI CENTRAL,AJJ,ARAKKONAM JN,1234567,100,650,670,970
AMD,AHMEDABAD,6E,243,1234567,1,BOM,MUMBAI,1915,IST,85,1510,7540,x,6041,MAS-QLN SPEC,3,20:25:00,20:27:00,128,MAS,CHENNAI CENTRAL,KPD,KATPADI JN,1234567,170,410,900,1080
AMD,AHMEDABAD,6E,162,1234567,1,GOI,MUMBAI,1705,IST,85,2330,6840,x,6041,MAS-QLN SPEC,4,21:47:00,21:52:00,212,MAS,CHENNAI CENTRAL,JTJ,JOLARPETTAI,1234567,130,600,750,1000
AMD,AHMEDABAD,6E,237,1234567,1,MAA,MUMBAI,1835,IST,85,1630,5300,x,6041,MAS-QLN SPEC,5,23:30:00,23:32:00,331,MAS,CHENNAI CENTRAL,SA,SALEM JN.,1234567,180,480,770,970
AMD,AHMEDABAD,6E,6362,7,1,HYD,MUMBAI,1505,IST,86,2020,6980,x,6041,MAS-QLN SPEC,6,0:35:00,0:45:00,391,MAS,CHENNAI CENTRAL,ED,ERODE JN.,1234567,300,600,800,930
AMD,AHMEDABAD,G8,701,123456,1,JAI,MUMBAI,1015,IST,86,2920,6750,x,6041,MAS-QLN SPEC,7,1:22:00,1:24:00,441,MAS,CHENNAI CENTRAL,TUP,TIRUPPUR,1234567,140,610,890,1050
AMD,AHMEDABAD,6E,673,1234567,1,PNQ,MUMBAI,100,IST,86,1050,6650,x,6041,MAS-QLN SPEC,8,2:19:00,2:24:00,491,MAS,CHENNAI CENTRAL,CBE,COIMBATORE,1234567,250,500,860,1010
AMD,AHMEDABAD,6E,135,123457,1,PNQ,MUMBAI,1545,IST,86,1900,6820,x,6041,MAS-QLN SPEC,9,3:25:00,3:30:00,545,MAS,CHENNAI CENTRAL,PGT,PALAKKAD JN,1234567,160,480,800,1060
AMD,AHMEDABAD,6E,3834,1234567,2,BOM,MUMBAI,745,IST,86,2530,6250,x,6041,MAS-QLN SPEC,10,5:18:00,5:20:00,621,MAS,CHENNAI CENTRAL,TCR,TRICHUR,1234567,210,590,780,1060
AMD,AHMEDABAD,6E,984,123456,2,BOM,MUMBAI,1025,IST,86,1740,5400,x,6041,MAS-QLN SPEC,11,6:23:00,6:25:00,676,MAS,CHENNAI CENTRAL,AWY,ALWAYE,1234567,260,630,740,920
AMD,AHMEDABAD,SG,913,1234567,1,DEL,MUMBAI,750,IST,87,2720,6990,x,6041,MAS-QLN SPEC,12,7:15:00,7:20:00,693,MAS,CHENNAI CENTRAL,ERN,ERNAKULAM TO,1234567,270,320,840,960
AMD,AHMEDABAD,G8,719,1234567,1,DEL,MUMBAI,755,IST,87,1890,7020,x,6041,MAS-QLN SPEC,13,8:28:00,8:30:00,752,MAS,CHENNAI CENTRAL,KTYM,KOTTAYAM,1234567,130,520,690,990
AMD,AHMEDABAD,9W,685,1234567,2,DEL,MUMBAI,530,IST,87,1140,7030,x,6041,MAS-QLN SPEC,14,9:04:00,9:10:00,769,MAS,CHENNAI CENTRAL,CGY,CHANGANACHER,134567,210,640,750,1050
AMD,AHMEDABAD,S2,4687,1234567,2,DEL,MUMBAI,715,IST,87,2020,7970,x,6041,MAS-QLN SPEC,15,9:26:00,9:28:00,777,MAS,CHENNAI CENTRAL,TRVL,TIRUVALLA,2,300,600,830,1030
AMD,AHMEDABAD,6E,658,1234567,1,DEL,MUMBAI,2210,IST,94,2050,5680,x,6041,MAS-QLN SPEC,16,9:38:00,9:40:00,786,MAS,CHENNAI CENTRAL,CNGR,CHENGANNUR,1234567,170,460,760,960
AMD,AHMEDABAD,6E,627,7,1,MAA,MUMBAI,925,IST,94,2200,7600,x,6041,MAS-QLN SPEC,17,9:56:00,9:58:00,799,MAS,CHENNAI CENTRAL,MVLK,MAVELIKARA,1234567,300,310,760,980
AMD,AHMEDABAD,UK,946,1234567,2,DEL,MUMBAI,845,IST,95,2250,6230,x,6041,MAS-QLN SPEC,18,10:10:00,10:12:00,807,MAS,CHENNAI CENTRAL,KYJ,KAYANKULAM J,1234567,140,410,800,970
AMD,AHMEDABAD,6E,383,1234567,2,HYD,NETAJI SUBHAS CHANDRA BOSE,1555,IST,95,2340,6100,x,6041,MAS-QLN SPEC,19,11:00:00,11:00:00,849,MAS,CHENNAI CENTRAL,QLN,QUILON,1234567,140,500,660,960
AMD,AHMEDABAD,6E,759,123456,1,BLR,NETAJI SUBHAS CHANDRA BOSE,1205,IST,96,2730,5510,x,6043,MAS-QLN SPL,2,23:42:00,23:44:00,68,MAS,CHENNAI CENTRAL,AJJ,ARAKKONAM JN,1234567,160,450,840,910
AMD,AHMEDABAD,UK,976,12456,2,DEL,NETAJI SUBHAS CHANDRA BOSE,1030,IST,96,1220,5760,x,6043,MAS-QLN SPL,3,0:32:00,0:34:00,128,MAS,CHENNAI CENTRAL,KPD,KATPADI JN,1234567,270,530,790,1060
AMD,AHMEDABAD,G8,633,1234567,2,PNQ,NETAJI SUBHAS CHANDRA BOSE,2120,IST,96,2730,6630,x,6043,MAS-QLN SPL,4,1:55:00,2:00:00,212,MAS,CHENNAI CENTRAL,JTJ,JOLARPETTAI,1234567,210,380,900,1040
AMD,AHMEDABAD,G8,183,1234567,1,DEL,NETAJI SUBHAS CHANDRA BOSE,2250,IST,97,1440,5170,x,6043,MAS-QLN SPL,5,3:25:00,3:30:00,331,MAS,CHENNAI CENTRAL,SA,SALEM JN.,1234567,280,610,710,980
AMD,AHMEDABAD,G8,714,1234567,2,DEL,NETAJI SUBHAS CHANDRA BOSE,2205,IST,97,1250,7760,x,6043,MAS-QLN SPL,6,4:30:00,4:35:00,391,MAS,CHENNAI CENTRAL,ED,ERODE JN.,1234567,240,460,700,1040
AMD,AHMEDABAD,6E,202,1234567,1,CCU,NETAJI SUBHAS CHANDRA BOSE,1530,IST,98,2700,7730,x,6043,MAS-QLN SPL,7,5:20:00,5:22:00,441,MAS,CHENNAI CENTRAL,TUP,TIRUPPUR,1234567,180,600,680,940
AMD,AHMEDABAD,UK,979,12456,1,DEL,NETAJI SUBHAS CHANDRA BOSE,955,IST,98,2980,7460,x,6043,MAS-QLN SPL,8,6:25:00,6:30:00,491,MAS,CHENNAI CENTRAL,CBE,COIMBATORE,1234567,300,560,720,1080
AMD,AHMEDABAD,6E,214,1234567,2,BOM,COCHIN,920,IST,98,3000,7510,x,6043,MAS-QLN SPL,9,7:30:00,7:35:00,545,MAS,CHENNAI CENTRAL,PGT,PALAKKAD JN,1234567,240,430,690,1070
AMD,AHMEDABAD,6E,166,1234567,2,DEL,COCHIN,2020,IST,98,2760,6760,x,6043,MAS-QLN SPL,10,9:05:00,9:07:00,621,MAS,CHENNAI CENTRAL,TCR,TRICHUR,7,270,580,730,960
AMD,AHMEDABAD,G8,553,123456,2,HYD,COCHIN,1100,IST,98,1580,7880,x,6043,MAS-QLN SPL,11,10:05:00,10:07:00,676,MAS,CHENNAI CENTRAL,AWY,ALWAYE,1234567,140,550,740,1030
AMD,AHMEDABAD,6E,135,123457,1,PNQ,INDIRA GANDHI,1545,IST,99,2390,6380,x,6043,MAS-QLN SPL,12,10:30:00,10:35:00,693,MAS,CHENNAI CENTRAL,ERN,ERNAKULAM TO,123456,180,610,750,1010
AMD,AHMEDABAD,9W,605,1234567,2,BOM,INDIRA GANDHI,1925,IST,99,1350,7150,x,6043,MAS-QLN SPL,13,11:58:00,12:00:00,752,MAS,CHENNAI CENTRAL,KTYM,KOTTAYAM,12456,110,550,760,910
AMD,AHMEDABAD,SG,194,1234567,2,DEL,INDIRA GANDHI,630,IST,99,1680,7120,x,6043,MAS-QLN SPL,14,12:18:00,12:20:00,769,MAS,CHENNAI CENTRAL,CGY,CHANGANACHER,123456,260,310,820,1010
AMD,AHMEDABAD,6E,371,1234567,2,HYD,INDIRA GANDHI,1945,IST,99,1000,6620,x,6043,MAS-QLN SPL,15,12:30:00,12:40:00,777,MAS,CHENNAI CENTRAL,TRVL,TIRUVALLA,123456,280,570,670,950
AMD,AHMEDABAD,6E,369,2,1,BLR,INDIRA GANDHI,1755,IST,100,2590,5980,x,6043,MAS-QLN SPL,16,12:52:00,12:54:00,786,MAS,CHENNAI CENTRAL,CNGR,CHENGANNUR,123456,140,560,740,940
AMD,AHMEDABAD,6E,6433,1234567,1,BOM,INDIRA GANDHI,2215,IST,100,2170,7080,x,6043,MAS-QLN SPL,17,13:20:00,13:25:00,807,MAS,CHENNAI CENTRAL,KYJ,KAYANKULAM J,123456,180,330,800,970
AMD,AHMEDABAD,6E,804,1234567,2,BOM,INDIRA GANDHI,1715,IST,100,2720,7600,x,6043,MAS-QLN SPL,18,14:30:00,14:30:00,849,MAS,CHENNAI CENTRAL,QLN,QUILON,13456,140,640,780,920
AMD,AHMEDABAD,6E,3492,1234567,2,DEL,INDIRA GANDHI,830,IST,100,1130,6390,x,6047,MAS-QLN SPL,2,19:32:00,19:34:00,68,MAS,CHENNAI CENTRAL,AJJ,ARAKKONAM JN,1234567,120,560,880,990
AMD,AHMEDABAD,LB,613,1234567,1,BLR,INDIRA GANDHI,840,IST,101,1400,5940,x,6047,MAS-QLN SPL,3,20:25:00,20:27:00,128,MAS,CHENNAI CENTRAL,KPD,KATPADI JN,2,180,590,700,1090
AMD,AHMEDABAD,SG,193,1234567,1,DEL,INDIRA GANDHI,2015,IST,101,2310,6690,x,6047,MAS-QLN SPL,4,21:47:00,21:52:00,212,MAS,CHENNAI CENTRAL,JTJ,JOLARPETTAI,1234567,210,630,780,920
AMD,AHMEDABAD,G8,554,1234567,1,HYD,INDIRA GANDHI,1800,IST,101,1230,7400,x,6047,MAS-QLN SPL,5,23:30:00,23:32:00,331,MAS,CHENNAI CENTRAL,SA,SALEM JN.,1234567,240,400,840,970
AMD,AHMEDABAD,SG,921,123456,2,BLR,INDIRA GANDHI,550,IST,101,1990,6700,x,6047,MAS-QLN SPL,6,0:34:00,0:39:00,391,MAS,CHENNAI CENTRAL,ED,ERODE JN.,1234567,150,530,720,1050
AMD,AHMEDABAD,6E,683,1234567,2,DEL,INDIRA GANDHI,515,IST,101,1690,5270,x,6047,MAS-QLN SPL,7,1:22:00,1:24:00,441,MAS,CHENNAI CENTRAL,TUP,TIRUPPUR,1234567,170,490,710,930
AMD,AHMEDABAD,6E,758,123456,2,HYD,INDIRA GANDHI,1240,IST,101,2500,6690,x,6047,MAS-QLN SPL,8,2:19:00,2:24:00,491,MAS,CHENNAI CENTRAL,CBE,COIMBATORE,1234567,150,430,830,960
AMD,AHMEDABAD,G8,713,1234567,1,DEL,INDIRA GANDHI,2135,IST,102,1060,6260,x,6047,MAS-QLN SPL,9,3:40:00,3:45:00,546,MAS,CHENNAI CENTRAL,PGT,PALAKKAD JN,1234567,220,340,690,1050
AMD,AHMEDABAD,G8,537,1234567,2,BOM,INDIRA GANDHI,1955,IST,102,1180,6800,x,6047,MAS-QLN SPL,10,5:18:00,5:20:00,622,MAS,CHENNAI CENTRAL,TCR,TRICHUR,1234567,220,470,750,1060
AMD,AHMEDABAD,G8,720,1234567,2,DEL,INDIRA GANDHI,825,IST,102,2060,6500,x,6047,MAS-QLN SPL,11,6:23:00,6:25:00,677,MAS,CHENNAI CENTRAL,AWY,ALWAYE,1234567,280,420,830,1090
AMD,AHMEDABAD,SG,923,123456,2,GOI,INDIRA GANDHI,1450,IST,102,2750,5980,x,6047,MAS-QLN SPL,12,7:15:00,7:20:00,694,MAS,CHENNAI CENTRAL,ERN,ERNAKULAM TO,1234567,250,610,840,1050
AMD,AHMEDABAD,6E,6779,1234567,1,BLR,INDIRA GANDHI,445,IST,103,1810,6860,x,6047,MAS-QLN SPL,13,8:28:00,8:30:00,752,MAS,CHENNAI CENTRAL,KTYM,KOTTAYAM,1234567,140,470,840,1010
AMD,AHMEDABAD,6E,639,1234567,1,BOM,INDIRA GANDHI,2105,IST,103,1560,7100,x,6047,MAS-QLN SPL,14,9:04:00,9:10:00,770,MAS,CHENNAI CENTRAL,CGY,CHANGANACHER,1234567,150,340,670,1000
AMD,AHMEDABAD,SG,193,1234567,1,DEL,INDIRA GANDHI,2015,IST,103,2810,7930,x,6047,MAS-QLN SPL,15,9:26:00,9:28:00,778,MAS,CHENNAI CENTRAL,TRVL,TIRUVALLA,1234567,290,600,780,1100
AMD,AHMEDABAD,6E,995,1234567,1,HYD,INDIRA GANDHI,715,IST,103,1800,6280,x,6047,MAS-QLN SPL,16,9:38:00,9:40:00,787,MAS,CHENNAI CENTRAL,CNGR,CHENGANNUR,1234567,120,310,860,960
AMD,AHMEDABAD,9W,2844,2,1,PNQ,INDIRA GANDHI,1455,IST,103,1460,5180,x,6047,MAS-QLN SPL,17,9:46:00,9:47:00,799,MAS,CHENNAI CENTRAL,MVLK,MAVELIKARA,1234567,290,490,650,1070
AMD,AHMEDABAD,G8,802,2,2,BLR,INDIRA GANDHI,900,IST,103,2510,5860,x,6047,MAS-QLN SPL,18,9:50:00,9:52:00,807,MAS,CHENNAI CENTRAL,KYJ,KAYANKULAM J,1234567,270,530,860,1060
AMD,AHMEDABAD,S2,4687,1234567,2,DEL,INDIRA GANDHI,715,IST,103,2210,6200,x,6047,MAS-QLN SPL,19,10:30:00,10:30:00,849,MAS,CHENNAI CENTRAL,QLN,QUILON,1234567,110,440,700,1100
AMD,AHMEDABAD,SG,923,123456,2,GOI,INDIRA GANDHI,1450,IST,103,1560,7040,x,6049,MS-QLN SPL F,2,16:26:00,16:28:00,74,MS,CHENNAI EGMORE,AJJ,ARAKKONAM JN,1234567,220,430,740,960
AMD,AHMEDABAD,SG,922,123456,1,BLR,INDIRA GANDHI,1055,IST,104,1850,5120,x,6049,MS-QLN SPL F,3,17:15:00,17:17:00,134,MS,CHENNAI EGMORE,KPD,KATPADI JN,1234567,190,470,660,1020
AMD,AHMEDABAD,AI,769,123456,1,JAI,INDIRA GANDHI,1320,IST,105,2520,7870,x,6049,MS-QLN SPL F,4,18:30:00,18:32:00,218,MS,CHENNAI EGMORE,JTJ,JOLARPETTAI,1234567,170,650,700,1070
AMD,AHMEDABAD,SG,524,1234567,1,PNQ,INDIRA GANDHI,2150,IST,105,1400,5900,x,6049,MS-QLN SPL F,5,20:00:00,20:05:00,337,MS,CHENNAI EGMORE,SA,SALEM JN.,7,210,310,670,900
AMD,AHMEDABAD,6E,984,7,2,BOM,INDIRA GANDHI,935,IST,105,2150,7830,x,6049,MS-QLN SPL F,6,21:00:00,21:05:00,396,MS,CHENNAI EGMORE,ED,ERODE JN.,7,270,410,740,990
AMD,AHMEDABAD,G8,368,1234567,2,BOM,INDIRA GANDHI,1955,IST,105,1400,6920,x,6049,MS-QLN SPL F,7,21:50:00,21:52:00,447,MS,CHENNAI EGMORE,TUP,TIRUPPUR,1234567,210,360,810,900
AMD,AHMEDABAD,6E,893,2,2,BLR,INDIRA GANDHI,1825,IST,108,1760,5310,x,6049,MS-QLN SPL F,8,22:50:00,22:55:00,497,MS,CHENNAI EGMORE,CBE,COIMBATORE,1234567,260,480,850,980
AMD,AHMEDABAD,G8,551,123456,1,HYD,INDIRA GANDHI,1030,IST,109,1280,5870,x,6049,MS-QLN SPL F,9,0:05:00,0:10:00,552,MS,CHENNAI EGMORE,PGT,PALAKKAD JN,123456,160,420,860,940
AMD,AHMEDABAD,6E,313,1234567,2,BOM,INDIRA GANDHI,1830,IST,109,2630,6850,x,6049,MS-QLN SPL F,10,1:20:00,1:23:00,628,MS,CHENNAI EGMORE,TCR,TRICHUR,123456,190,590,800,1060
AMD,AHMEDABAD,S2,4330,1234567,2,BOM,INDIRA GANDHI,2135,IST,109,2000,7980,x,6049,MS-QLN SPL F,11,2:20:00,2:22:00,683,MS,CHENNAI EGMORE,AWY,ALWAYE,1234567,240,410,730,1000
AMD,AHMEDABAD,G8,184,1234567,2,DEL,INDIRA GANDHI,2325,IST,110,2050,6080,x,6049,MS-QLN SPL F,12,2:45:00,2:50:00,699,MS,CHENNAI EGMORE,ERN,ERNAKULAM TO,1234567,190,370,870,970
AMD,AHMEDABAD,6E,369,134567,1,BLR,INDIRA GANDHI,1635,IST,111,2860,5240,x,6049,MS-QLN SPL F,13,3:55:00,3:58:00,759,MS,CHENNAI EGMORE,KTYM,KOTTAYAM,1234567,220,530,840,920
AMD,AHMEDABAD,6E,893,2,2,BLR,INDIRA GANDHI,1825,IST,111,2890,6650,x,6049,MS-QLN SPL F,14,4:14:00,4:15:00,776,MS,CHENNAI EGMORE,CGY,CHANGANACHER,123456,220,580,900,1020
AMD,AHMEDABAD,SG,638,1234567,2,BOM,INDIRA GANDHI,2225,IST,111,1390,6930,x,6049,MS-QLN SPL F,15,4:24:00,4:25:00,784,MS,CHENNAI EGMORE,TRVL,TIRUVALLA,123456,270,480,820,1050
AMD,AHMEDABAD,G8,701,13456,2,COK,INDIRA GANDHI,1045,IST,111,2630,6030,x,6049,MS-QLN SPL F,16,4:33:00,4:35:00,794,MS,CHENNAI EGMORE,CNGR,CHENGANNUR,7,160,500,870,1040
AMD,AHMEDABAD,9W,437,1234567,2,BOM,INDIRA GANDHI,1855,IST,112,2100,7030,x,6049,MS-QLN SPL F,17,4:47:00,4:49:00,806,MS,CHENNAI EGMORE,MVLK,MAVELIKARA,1234567,170,520,710,1070
AMD,AHMEDABAD,SG,637,1234567,1,BOM,INDIRA GANDHI,2350,IST,113,2930,5170,x,6049,MS-QLN SPL F,18,5:04:00,5:06:00,814,MS,CHENNAI EGMORE,KYJ,KAYANKULAM J,2,150,340,800,920
AMD,AHMEDABAD,G8,701,123456,2,COK,DABOLIM,1040,IST,113,2870,5470,x,6049,MS-QLN SPL F,19,5:50:00,5:50:00,855,MS,CHENNAI EGMORE,QLN,QUILON,2,290,500,710,1020
AMD,AHMEDABAD,SG,511,1234567,2,HYD,DABOLIM,820,IST,113,1930,7640,x,6058,MAS-SRC  EXP,2,17:40:00,17:42:00,137,MAS,CHENNAI CENTRAL,GDR,GUDUR JN.,1234567,250,380,750,1090
AMD,AHMEDABAD,6E,161,123456,1,DEL,DABOLIM,1230,IST,114,2240,5120,x,6058,MAS-SRC  EXP,3,18:10:00,18:12:00,175,MAS,CHENNAI CENTRAL,NLR,NELLORE,1234567,290,380,770,980
AMD,AHMEDABAD,6E,555,1234567,2,DEL,DABOLIM,1535,IST,114,2860,7460,x,6058,MAS-SRC  EXP,4,19:36:00,19:38:00,291,MAS,CHENNAI CENTRAL,OGL,ONGOLE,134567,240,600,660,1020
AMD,AHMEDABAD,9W,655,123456,2,DEL,DABOLIM,1550,IST,114,1310,5780,x,6058,MAS-SRC  EXP,5,22:00:00,22:15:00,429,MAS,CHENNAI CENTRAL,BZA,VIJAYWADA JN,134567,130,590,680,900
AMD,AHMEDABAD,6E,947,1234567,2,GOI,DABOLIM,2250,IST,114,1480,6650,x,6058,MAS-SRC  EXP,6,23:07:00,23:09:00,489,MAS,CHENNAI CENTRAL,EE,ELURU,1234567,270,320,700,1040
AMD,AHMEDABAD,6E,452,1234567,1,BLR,DABOLIM,1935,IST,115,1390,6890,x,6058,MAS-SRC  EXP,7,1:15:00,1:17:00,579,MAS,CHENNAI CENTRAL,RJY,RAJAHMUNDRY,123456,110,480,840,920
AMD,AHMEDABAD,6E,625,1234567,1,DEL,DABOLIM,10,IST,115,1810,5840,x,6058,MAS-SRC  EXP,8,1:53:00,1:55:00,629,MAS,CHENNAI CENTRAL,SLO,SAMALKOT JN.,1234567,290,410,880,970
AMD,AHMEDABAD,6E,6373,7,1,DEL,RAJIV GANDHI,905,IST,115,2640,5050,x,6058,MAS-SRC  EXP,9,3:40:00,3:42:00,746,MAS,CHENNAI CENTRAL,AKP,ANAKAPALLE,1234567,240,360,850,920
AMD,AHMEDABAD,6E,607,1234567,1,DEL,RAJIV GANDHI,2320,IST,115,2740,5420,x,6058,MAS-SRC  EXP,10,5:10:00,5:30:00,780,MAS,CHENNAI CENTRAL,VSKP,VISAKHAPATNA,123456,260,620,880,1050
AMD,AHMEDABAD,SG,241,123456,2,CCU,RAJIV GANDHI,1110,IST,115,2920,7700,x,6058,MAS-SRC  EXP,11,6:25:00,6:27:00,840,MAS,CHENNAI CENTRAL,VZM,VIZIANAGARAM,123456,240,540,900,1030
AMD,AHMEDABAD,6E,3492,1234567,2,DEL,RAJIV GANDHI,845,IST,115,1490,5890,x,6058,MAS-SRC  EXP,12,9:09:00,9:11:00,1056,MAS,CHENNAI CENTRAL,BAM,BERHAMPUR,123456,440,770,970,1420
AMD,AHMEDABAD,6E,607,1234567,1,DEL,RAJIV GANDHI,2310,IST,116,1420,6330,x,6058,MAS-SRC  EXP,13,11:10:00,11:30:00,1203,MAS,CHENNAI CENTRAL,KUR,KHURDA ROAD,123456,340,720,1240,1430
AMD,AHMEDABAD,LB,695,1234567,1,HYD,RAJIV GANDHI,1820,IST,116,2100,7590,x,6058,MAS-SRC  EXP,14,11:55:00,12:00:00,1222,MAS,CHENNAI CENTRAL,BBS,BHUBANESWAR,123456,530,680,1250,1340
AMD,AHMEDABAD,6E,996,1234567,2,BLR,RAJIV GANDHI,2345,IST,116,2230,5360,x,6058,MAS-SRC  EXP,15,12:30:00,12:35:00,1249,MAS,CHENNAI CENTRAL,CTC,CUTTACK JN.,1234567,360,790,1030,1300
AMD,AHMEDABAD,6E,237,1234567,2,JAI,RAJIV GANDHI,1905,IST,116,1720,6850,x,6058,MAS-SRC  EXP,16,14:20:00,14:22:00,1365,MAS,CHENNAI CENTRAL,BHC,BHADRAKH,1234567,410,620,1280,1410
AMD,AHMEDABAD,6E,995,1234567,1,HYD,RAJIV GANDHI,710,IST,117,1570,6050,x,6058,MAS-SRC  EXP,17,15:05:00,15:10:00,1427,MAS,CHENNAI CENTRAL,BLS,BALASORE,1234567,550,710,1160,1390
AMD,AHMEDABAD,G8,451,1234567,1,PNQ,RAJIV GANDHI,25,IST,117,1070,5080,x,6058,MAS-SRC  EXP,18,16:35:00,16:40:00,1548,MAS,CHENNAI CENTRAL,KGP,KHARAGPUR,1234567,510,760,1060,1310
AMD,AHMEDABAD,SG,636,1234567,2,BOM,RAJIV GANDHI,540,IST,118,2740,5650,x,6058,MAS-SRC  EXP,19,19:00:00,19:00:00,1655,MAS,CHENNAI CENTRAL,SRC,SANTRAGACHI,7,420,750,940,1400
AMD,AHMEDABAD,9W,315,1234567,2,BOM,RAJIV GANDHI,950,IST,118,1910,7670,x,6580,VSKP-YPR WKY,2,14:15:00,14:17:00,17,VSKP,VISAKHAPATNAM,DVD,DUVVADA,123456,220,460,680,1020
AMD,AHMEDABAD,6E,158,1234567,2,DEL,RAJIV GANDHI,610,IST,118,2490,7250,x,6580,VSKP-YPR WKY,3,14:30:00,14:32:00,33,VSKP,VISAKHAPATNAM,AKP,ANAKAPALLE,123456,130,310,880,900
AMD,AHMEDABAD,G8,183,1234567,1,DEL,RAJIV GANDHI,2250,IST,119,2710,6100,x,6580,VSKP-YPR WKY,4,16:05:00,16:07:00,150,VSKP,VISAKHAPATNAM,SLO,SAMALKOT JN.,234567,140,580,660,1050
AMD,AHMEDABAD,6E,758,2,2,BLR,RAJIV GANDHI,1235,IST,119,1200,5290,x,6580,VSKP-YPR WKY,5,16:55:00,16:57:00,200,VSKP,VISAKHAPATNAM,RJY,RAJAHMUNDRY,1234567,260,530,760,990
AMD,AHMEDABAD,G8,184,1234567,2,DEL,DEVI AHILY BAI HOLKAR,2325,IST,120,1000,6480,x,6580,VSKP-YPR WKY,6,18:20:00,18:22:00,290,VSKP,VISAKHAPATNAM,EE,ELURU,1234567,220,550,710,980
AMD,AHMEDABAD,6E,879,1234567,2,HYD,JAIPUR,625,IST,120,2680,5670,x,6580,VSKP-YPR WKY,7,19:40:00,19:55:00,350,VSKP,VISAKHAPATNAM,BZA,VIJAYWADA JN,1234567,160,520,850,1080
AMD,AHMEDABAD,6E,432,1234567,1,DEL,JAIPUR,1505,IST,121,2280,6350,x,6580,VSKP-YPR WKY,8,20:30:00,20:32:00,381,VSKP,VISAKHAPATNAM,TEL,TENALI JN.,1234567,280,470,710,980
AMD,AHMEDABAD,6E,432,1234567,1,DEL,JAIPUR,1510,IST,121,2190,7940,x,6580,VSKP-YPR WKY,9,21:20:00,21:22:00,439,VSKP,VISAKHAPATNAM,CLX,CHIRALA,1234567,160,570,800,1020
AMD,AHMEDABAD,6E,153,1234567,1,DEL,JAIPUR,1940,IST,121,1460,6320,x,6580,VSKP-YPR WKY,10,22:10:00,22:12:00,488,VSKP,VISAKHAPATNAM,OGL,ONGOLE,1234567,210,460,860,1040
AMD,AHMEDABAD,6E,958,1234567,2,BOM,JAIPUR,520,IST,121,1480,7710,x,6580,VSKP-YPR WKY,11,23:30:00,23:32:00,604,VSKP,VISAKHAPATNAM,NLR,NELLORE,1234567,170,440,810,1000
AMD,AHMEDABAD,6E,879,1234567,2,HYD,JAIPUR,810,IST,121,2580,5640,x,6580,VSKP-YPR WKY,12,0:10:00,0:12:00,643,VSKP,VISAKHAPATNAM,GDR,GUDUR JN.,1234567,180,450,680,1090
AMD,AHMEDABAD,6E,253,134567,1,BLR,JAIPUR,1630,IST,122,2290,5830,x,6580,VSKP-YPR WKY,13,1:35:00,1:50:00,726,VSKP,VISAKHAPATNAM,RU,RENIGUNTA JN,1234567,300,310,670,1020
AMD,AHMEDABAD,6E,181,123456,1,BOM,CHAUDARY CHARAN SINGH,1330,IST,122,1950,6700,x,6580,VSKP-YPR WKY,14,3:43:00,3:45:00,851,VSKP,VISAKHAPATNAM,KPD,KATPADI JN,6,160,650,820,920
AMD,AHMEDABAD,9W,647,123456,1,DEL,CHAUDARY CHARAN SINGH,1425,IST,122,1690,7270,x,6580,VSKP-YPR WKY,15,5:05:00,5:10:00,935,VSKP,VISAKHAPATNAM,JTJ,JOLARPETTAI,1345,120,500,790,1050
AMD,AHMEDABAD,6E,153,1234567,1,DEL,CHENNAI,1950,IST,122,2400,5870,x,6580,VSKP-YPR WKY,16,5:38:00,5:40:00,978,VSKP,VISAKHAPATNAM,KPN,KUPPAM,2,190,330,740,950
AMD,AHMEDABAD,UK,938,123456,2,BOM,CHENNAI,1340,IST,122,2710,7720,x,6580,VSKP-YPR WKY,17,6:10:00,6:12:00,1013,VSKP,VISAKHAPATNAM,BWT,BANGARPET JN,123457,320,850,1270,1470
AMD,AHMEDABAD,G8,701,2,2,COK,CHENNAI,1045,IST,122,1720,7860,x,6580,VSKP-YPR WKY,18,6:58:00,7:00:00,1060,VSKP,VISAKHAPATNAM,WFD,WHITE FIELD,123457,320,660,1170,1500
AMD,AHMEDABAD,6E,162,1234567,2,DEL,CHENNAI,1740,IST,122,2620,5270,x,6580,VSKP-YPR WKY,19,7:28:00,7:30:00,1069,VSKP,VISAKHAPATNAM,KJM,KRISHNA RAJA,1234567,540,700,920,1480
